reaction_name,smirks,reference
"{Terminal phenyl to cyclopropane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][CH]1[CH2][CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to adamantane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]1[CH]2[CH][CH]3[CH][CH]1[CH][CH]([CH]2)[CH]3","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to BCP}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]1([CH2]2)[CH2][CH]2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to BCO}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]([CH2][CH2]1)([CH2][CH2]2)[CH2][CH2][CH]12","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to norbornane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]([CH2][CH2]1)([CH2][CH2]2)[CH2][CH]12","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 2-R-1,3-dioxacyclohexane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]1[O][CH2:4][CH2:5][CH2:6][O]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 2-R-1,3-dioxacycloheptane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]1[O][CH2:4]C[CH2:5][CH2:6][O]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 2-R-1,3-dioxacycloheptane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]1[O][CH2:4][CH2:5]C[CH2:6][O]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1-cyclohexene}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]1=[CH:3][CH2:4][CH2:5][CH2:6][CH2:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1-piperidine}","[c,C:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):5][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[c,C:1][N:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:5][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:6][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1-piperazine}","[c,C:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):5][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[c,C:1][N:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][N][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:6][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to trifluoroethoxy}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][O:2]CC(F)(F)F","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to MOIM-aldoxime}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]/[C:2]=N/O[CH3]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to MAOM-aldoxime}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2]O/N=[CH]/[CH3]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to bicyclo[2.1.1]hexane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]C([CH2]1)([CH2]2)[CH2][CH2][CH]12","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to 2-oxabicyclo[2.1.1]hexane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]C([CH2]1)([CH2]2)[CH2]O[CH]12","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to 2-oxabicyclo[2.1.1]heptane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]C12[CH2]O[CH]([CH2]2)[CH2]([CH2]1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to 7-oxabicyclo[2.1.1]heptane}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]C12[CH2][CH2][CH](O2)[CH2]([CH2]1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Terminal phenyl to diflouro-BCP}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]C1(C(F)(F)2)[CH2][CH]2[CH2]1","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c00287?ref=PDF"
"{Terminal phenyl to azetidinylmethanone}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1][C:2](=O)N1[CH2][CH][CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to pyrazolothiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]c1sc([cH][cH]n2)n2[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to alternative pyrazolothiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[cH]1sc([cH]c([*:1])n2)n2[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to pyrazolooxazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]c1oc([cH][cH]n2)n2[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to alternative pyrazolooxazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[cH]1oc([cH]c([*:1])n2)n2[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to imidazothiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]c1sc(n[cH][cH]2)n2[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to alternative imidazothiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[cH]1sc(nc([*:1])[cH]2)n2[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to bithiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>[*:1]c1sc(s[cH]n2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to alternative bithiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]c1sc(n[cH]s2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to bioxazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]c1oc(o[cH]n2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to alternative bioxazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]c1oc(n[cH]o2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 5,6-dihydro-4H-pyrrolo[1,2-b]pyrazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[*:1]C1[CH2]n(n[cH][cH]2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to reversed 5,6-dihydro-4H-pyrrolo[1,2-b]pyrazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[CH2]1[CH2]n(nc([*:1])[cH]2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazole}","[c,C:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[c,C:1]N1[CH2]c([nH]n[cH]2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to reversed 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[NH]1[CH2]c(nn([*:1])c2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-d]imidazole}","[c,C:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[c,C:1]N1[CH2]c(n[cH][nH]2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to reversed 1,4,5,6-tetrahydropyrrolo[3,4-d]imidazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[NH]1[CH2]c(nc([*:1])[nH]2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]triazole}","[c,C:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[c,C:1]N1[CH2]c(nn[nH]2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to reversed 1,4,5,6-tetrahydropyrrolo[3,4-c]triazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[NH]1[CH2]c(nn([*:1])n2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]oxazole}","[c,C:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[c,C:1]N1[CH2]c(n[cH]o2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to reversed 1,4,5,6-tetrahydropyrrolo[3,4-c]oxazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[NH]1[CH2]c(nc([*:1])o2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]thiazole}","[c,C:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[c,C:1]N1[CH2]c(n[cH]s2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to reversed 1,4,5,6-tetrahydropyrrolo[3,4-c]thiazole}","[*:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[NH]1[CH2]c(nc([*:1])s2)c2[CH2]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to diflouro-BCP}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]1(C(F)(F)2)[CH2][C:5]2([*:8])[CH2]1","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c00287?ref=PDF"
"{Para-phenyl to bicyclo[2.1.1]hexane}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]12[CH2][CH2][C:5]([*:8])([CH2]2)([CH2]1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to 2-oxabicyclo[2.1.1]hexane}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]12[CH2]O[C:5]([*:8])([CH2]2)([CH2]1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to 2-oxabicyclo[2.1.1]heptane}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]12[CH2]O[C:5]([*:8])([CH2]2)[CH2]([CH2]1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to 7-oxabicyclo[2.1.1]heptane}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]12[CH2][CH2][C:5]([*:8])(O2)[CH2]([CH2]1)","https://pubs.acs.org/doi/10.1021/acs.jmedchem.5c01879?ref=recommended"
"{Para-phenyl to pyridine}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][n][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1","https://pubs.acs.org/doi/full/10.1021/cr950066q"
"{Para-phenyl to 2-oxabicyclo[2.2.2]octane}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]12[CH2][CH2][C:5]([*:8])([CH2]O2)[CH2]([CH2]1)","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to bicyclo[2.2.2]octane}","[*:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[*:1][C:2]12[CH2][CH2][C:5]([*:8])([CH2][CH2]2)[CH2]([CH2]1)","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to spiro[3.3]heptane}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][C:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3]C2([C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1)[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][C:5]([*:8])([C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:6]2)","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to furan}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[o]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to thiophene}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[s]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to pyrrole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][nH][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to oxazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][n][c:5]([*:8])[o]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to thiazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][n][c:5]([*:8])[s]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 2,4-imidazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][nH][c:5]([*:8])[n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 2,5-imidazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][n][c:5]([*:8])[nH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,3,4-oxadiazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[n][n][c:5]([*:8])[o]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,3,4-thiadiazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[n][n][c:5]([*:8])[s]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to pyrazine}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][n][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to pyrimidine}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[n][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to pyridazine}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[n][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to piperazine}","[c,C:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([c,C:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[c,C:1][N:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][N:5]([c,C:8])[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:6][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to pyrazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([c,C:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][n:5]([c,C:8])[n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,2,4-oxadiazole}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][c:2]1[o][n][c:5]([*:8])[n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to cyclohexane}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][C:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][C:5]([*:8])[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:6][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to piperidine}","[c,C:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[c,C:1][N:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][C:5]([*:8])[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:6][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to cyclopentane}","[*:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[*:1][C:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][C:5]([*:8])[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to pyrrolidine}","[c,C:1][c:2]1[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):3][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):4][c:5]([*:8])[c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):6][c;$([cH]),$([c][X]),$([c][C;H3,H1&r3]):7]1>>[c,C:1][N:2]1[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:3][C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:4][C:5]([*:8])[C$(C[X,$([C;H3,H1&r3]),$([H])]);!D4:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to azetidine}","[c,C:1][c:2]1[cH:3][cH:4][c:5]([*:8])[cH:6][cH:7]1>>[c,C:1][N:2]1[CH2:3][C:5]([*:8])[CH2:7]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
